Gene stable ID	Gene stable ID version	Transcript stable ID version
ENSVPAG00000009440	ENSVPAG00000009440.1	ENSVPAT00000009437.1
ENSVPAG00000008214	ENSVPAG00000008214.1	ENSVPAT00000008217.1
ENSVPAG00000010158	ENSVPAG00000010158.1	ENSVPAT00000010158.1
ENSVPAG00000009515	ENSVPAG00000009515.1	ENSVPAT00000009514.1
ENSVPAG00000004185	ENSVPAG00000004185.1	ENSVPAT00000004185.1
ENSVPAG00000007137	ENSVPAG00000007137.1	ENSVPAT00000007137.1
ENSVPAG00000003757	ENSVPAG00000003757.1	ENSVPAT00000003757.1
ENSVPAG00000012247	ENSVPAG00000012247.1	ENSVPAT00000012248.1
ENSVPAG00000010218	ENSVPAG00000010218.1	ENSVPAT00000010218.1
ENSVPAG00000002284	ENSVPAG00000002284.1	ENSVPAT00000002284.1
ENSVPAG00000010159	ENSVPAG00000010159.1	ENSVPAT00000010159.1
ENSVPAG00000008974	ENSVPAG00000008974.1	ENSVPAT00000008973.1
ENSVPAG00000010025	ENSVPAG00000010025.1	ENSVPAT00000010025.1
ENSVPAG00000007940	ENSVPAG00000007940.1	ENSVPAT00000007940.1
ENSVPAG00000009516	ENSVPAG00000009516.1	ENSVPAT00000009515.1
ENSVPAG00000007190	ENSVPAG00000007190.1	ENSVPAT00000007190.1
ENSVPAG00000000397	ENSVPAG00000000397.1	ENSVPAT00000000397.1
ENSVPAG00000005663	ENSVPAG00000005663.1	ENSVPAT00000005664.1
ENSVPAG00000010160	ENSVPAG00000010160.1	ENSVPAT00000010160.1
ENSVPAG00000007191	ENSVPAG00000007191.1	ENSVPAT00000007191.1
ENSVPAG00000010219	ENSVPAG00000010219.1	ENSVPAT00000010219.1
ENSVPAG00000001163	ENSVPAG00000001163.1	ENSVPAT00000001162.1
ENSVPAG00000010582	ENSVPAG00000010582.1	ENSVPAT00000010582.1
ENSVPAG00000009247	ENSVPAG00000009247.1	ENSVPAT00000009247.1
ENSVPAG00000009517	ENSVPAG00000009517.2	ENSVPAT00000015471.1
ENSVPAG00000009517	ENSVPAG00000009517.2	ENSVPAT00000009517.2
ENSVPAG00000008242	ENSVPAG00000008242.1	ENSVPAT00000008238.1
ENSVPAG00000000399	ENSVPAG00000000399.1	ENSVPAT00000000398.1
ENSVPAG00000006830	ENSVPAG00000006830.1	ENSVPAT00000006830.1
ENSVPAG00000012249	ENSVPAG00000012249.1	ENSVPAT00000012249.1
ENSVPAG00000001165	ENSVPAG00000001165.1	ENSVPAT00000001163.1
ENSVPAG00000009039	ENSVPAG00000009039.1	ENSVPAT00000009037.1
ENSVPAG00000009248	ENSVPAG00000009248.1	ENSVPAT00000009248.1
ENSVPAG00000010161	ENSVPAG00000010161.1	ENSVPAT00000010161.1
ENSVPAG00000005914	ENSVPAG00000005914.1	ENSVPAT00000005914.1
ENSVPAG00000009789	ENSVPAG00000009789.1	ENSVPAT00000009789.1
ENSVPAG00000008294	ENSVPAG00000008294.1	ENSVPAT00000008294.1
ENSVPAG00000010026	ENSVPAG00000010026.1	ENSVPAT00000010026.1
ENSVPAG00000009519	ENSVPAG00000009519.1	ENSVPAT00000009519.1
ENSVPAG00000007192	ENSVPAG00000007192.1	ENSVPAT00000007192.1
ENSVPAG00000010583	ENSVPAG00000010583.1	ENSVPAT00000010583.1
ENSVPAG00000000400	ENSVPAG00000000400.1	ENSVPAT00000000400.1
ENSVPAG00000001166	ENSVPAG00000001166.1	ENSVPAT00000001164.1
ENSVPAG00000010220	ENSVPAG00000010220.1	ENSVPAT00000010220.1
ENSVPAG00000009792	ENSVPAG00000009792.1	ENSVPAT00000009792.1
ENSVPAG00000010718	ENSVPAG00000010718.1	ENSVPAT00000010718.1
ENSVPAG00000003195	ENSVPAG00000003195.1	ENSVPAT00000003195.1
ENSVPAG00000005915	ENSVPAG00000005915.1	ENSVPAT00000005915.1
ENSVPAG00000011693	ENSVPAG00000011693.1	ENSVPAT00000011692.1
ENSVPAG00000010221	ENSVPAG00000010221.1	ENSVPAT00000010221.1
ENSVPAG00000001614	ENSVPAG00000001614.1	ENSVPAT00000001612.1
ENSVPAG00000009478	ENSVPAG00000009478.1	ENSVPAT00000009478.1
ENSVPAG00000010585	ENSVPAG00000010585.1	ENSVPAT00000010585.1
ENSVPAG00000009793	ENSVPAG00000009793.1	ENSVPAT00000009793.1
ENSVPAG00000001615	ENSVPAG00000001615.1	ENSVPAT00000001614.1
ENSVPAG00000006009	ENSVPAG00000006009.1	ENSVPAT00000006009.1
ENSVPAG00000011258	ENSVPAG00000011258.1	ENSVPAT00000011258.1
ENSVPAG00000010039	ENSVPAG00000010039.1	ENSVPAT00000010037.1
ENSVPAG00000005916	ENSVPAG00000005916.1	ENSVPAT00000005916.1
ENSVPAG00000009293	ENSVPAG00000009293.1	ENSVPAT00000009293.1
ENSVPAG00000007193	ENSVPAG00000007193.1	ENSVPAT00000007193.1
ENSVPAG00000011761	ENSVPAG00000011761.1	ENSVPAT00000011761.1
ENSVPAG00000005917	ENSVPAG00000005917.1	ENSVPAT00000005917.1
ENSVPAG00000010236	ENSVPAG00000010236.1	ENSVPAT00000010234.1
ENSVPAG00000008364	ENSVPAG00000008364.1	ENSVPAT00000008364.1
ENSVPAG00000010586	ENSVPAG00000010586.1	ENSVPAT00000010586.1
ENSVPAG00000001617	ENSVPAG00000001617.1	ENSVPAT00000001617.1
ENSVPAG00000009794	ENSVPAG00000009794.1	ENSVPAT00000009794.1
ENSVPAG00000009140	ENSVPAG00000009140.1	ENSVPAT00000009139.1
ENSVPAG00000010237	ENSVPAG00000010237.1	ENSVPAT00000010236.1
ENSVPAG00000009141	ENSVPAG00000009141.1	ENSVPAT00000009141.1
ENSVPAG00000009520	ENSVPAG00000009520.1	ENSVPAT00000009520.1
ENSVPAG00000009479	ENSVPAG00000009479.1	ENSVPAT00000009479.1
ENSVPAG00000009795	ENSVPAG00000009795.1	ENSVPAT00000009800.1
ENSVPAG00000009145	ENSVPAG00000009145.1	ENSVPAT00000009144.1
ENSVPAG00000006832	ENSVPAG00000006832.1	ENSVPAT00000006831.1
ENSVPAG00000007194	ENSVPAG00000007194.1	ENSVPAT00000007196.1
ENSVPAG00000010238	ENSVPAG00000010238.1	ENSVPAT00000010237.1
ENSVPAG00000008241	ENSVPAG00000008241.1	ENSVPAT00000008245.1
ENSVPAG00000009090	ENSVPAG00000009090.1	ENSVPAT00000009090.1
ENSVPAG00000008935	ENSVPAG00000008935.1	ENSVPAT00000008935.1
ENSVPAG00000009653	ENSVPAG00000009653.1	ENSVPAT00000009653.1
ENSVPAG00000009521	ENSVPAG00000009521.1	ENSVPAT00000009521.1
ENSVPAG00000009357	ENSVPAG00000009357.1	ENSVPAT00000009359.1
ENSVPAG00000009092	ENSVPAG00000009092.1	ENSVPAT00000009093.1
ENSVPAG00000008936	ENSVPAG00000008936.1	ENSVPAT00000008936.1
ENSVPAG00000004062	ENSVPAG00000004062.1	ENSVPAT00000004064.1
ENSVPAG00000011522	ENSVPAG00000011522.1	ENSVPAT00000011522.1
ENSVPAG00000010258	ENSVPAG00000010258.1	ENSVPAT00000010258.1
ENSVPAG00000007012	ENSVPAG00000007012.1	ENSVPAT00000007014.1
ENSVPAG00000008937	ENSVPAG00000008937.1	ENSVPAT00000008937.1
ENSVPAG00000009522	ENSVPAG00000009522.1	ENSVPAT00000009522.1
ENSVPAG00000009233	ENSVPAG00000009233.1	ENSVPAT00000009234.1
ENSVPAG00000010482	ENSVPAG00000010482.1	ENSVPAT00000010480.1
ENSVPAG00000010260	ENSVPAG00000010260.1	ENSVPAT00000010261.1
ENSVPAG00000009363	ENSVPAG00000009363.1	ENSVPAT00000009360.1
ENSVPAG00000010483	ENSVPAG00000010483.1	ENSVPAT00000010482.1
ENSVPAG00000008938	ENSVPAG00000008938.1	ENSVPAT00000008939.1
ENSVPAG00000010785	ENSVPAG00000010785.1	ENSVPAT00000010785.1
ENSVPAG00000007198	ENSVPAG00000007198.1	ENSVPAT00000007200.1
ENSVPAG00000010449	ENSVPAG00000010449.1	ENSVPAT00000010448.1
ENSVPAG00000009094	ENSVPAG00000009094.1	ENSVPAT00000009094.1
ENSVPAG00000006501	ENSVPAG00000006501.1	ENSVPAT00000006503.1
ENSVPAG00000008368	ENSVPAG00000008368.1	ENSVPAT00000008368.1
ENSVPAG00000009235	ENSVPAG00000009235.1	ENSVPAT00000009242.1
ENSVPAG00000009463	ENSVPAG00000009463.1	ENSVPAT00000009463.1
ENSVPAG00000004402	ENSVPAG00000004402.1	ENSVPAT00000004401.1
ENSVPAG00000010788	ENSVPAG00000010788.1	ENSVPAT00000010787.1
ENSVPAG00000007203	ENSVPAG00000007203.1	ENSVPAT00000007204.1
ENSVPAG00000002119	ENSVPAG00000002119.1	ENSVPAT00000002119.1
ENSVPAG00000009123	ENSVPAG00000009123.1	ENSVPAT00000009124.1
ENSVPAG00000008940	ENSVPAG00000008940.1	ENSVPAT00000008940.1
ENSVPAG00000007757	ENSVPAG00000007757.1	ENSVPAT00000007762.1
ENSVPAG00000009523	ENSVPAG00000009523.1	ENSVPAT00000009523.1
ENSVPAG00000006505	ENSVPAG00000006505.1	ENSVPAT00000006505.1
ENSVPAG00000010479	ENSVPAG00000010479.1	ENSVPAT00000010481.1
ENSVPAG00000006371	ENSVPAG00000006371.1	ENSVPAT00000006371.1
ENSVPAG00000011579	ENSVPAG00000011579.1	ENSVPAT00000011579.1
ENSVPAG00000009674	ENSVPAG00000009674.1	ENSVPAT00000009674.1
ENSVPAG00000007235	ENSVPAG00000007235.1	ENSVPAT00000007234.1
ENSVPAG00000006508	ENSVPAG00000006508.1	ENSVPAT00000006507.1
ENSVPAG00000009524	ENSVPAG00000009524.1	ENSVPAT00000009524.1
ENSVPAG00000006372	ENSVPAG00000006372.1	ENSVPAT00000006372.1
ENSVPAG00000000186	ENSVPAG00000000186.1	ENSVPAT00000000185.1
ENSVPAG00000009488	ENSVPAG00000009488.1	ENSVPAT00000009488.1
ENSVPAG00000011580	ENSVPAG00000011580.1	ENSVPAT00000011580.1
ENSVPAG00000002120	ENSVPAG00000002120.1	ENSVPAT00000002120.1
ENSVPAG00000003291	ENSVPAG00000003291.1	ENSVPAT00000003291.1
ENSVPAG00000007236	ENSVPAG00000007236.1	ENSVPAT00000007235.1
ENSVPAG00000009163	ENSVPAG00000009163.1	ENSVPAT00000009164.1
ENSVPAG00000010327	ENSVPAG00000010327.1	ENSVPAT00000010327.1
ENSVPAG00000009888	ENSVPAG00000009888.1	ENSVPAT00000009888.1
ENSVPAG00000007237	ENSVPAG00000007237.1	ENSVPAT00000007238.1
ENSVPAG00000015491	ENSVPAG00000015491.1	ENSVPAT00000015503.1
ENSVPAG00000009165	ENSVPAG00000009165.1	ENSVPAT00000009166.1
ENSVPAG00000002121	ENSVPAG00000002121.1	ENSVPAT00000002121.1
ENSVPAG00000010513	ENSVPAG00000010513.1	ENSVPAT00000010513.1
ENSVPAG00000003292	ENSVPAG00000003292.1	ENSVPAT00000003292.1
ENSVPAG00000006373	ENSVPAG00000006373.1	ENSVPAT00000006373.1
ENSVPAG00000001112	ENSVPAG00000001112.1	ENSVPAT00000001112.1
ENSVPAG00000000635	ENSVPAG00000000635.1	ENSVPAT00000000636.1
ENSVPAG00000009494	ENSVPAG00000009494.1	ENSVPAT00000009495.1
ENSVPAG00000010328	ENSVPAG00000010328.1	ENSVPAT00000010328.1
ENSVPAG00000002690	ENSVPAG00000002690.1	ENSVPAT00000002690.1
ENSVPAG00000007764	ENSVPAG00000007764.1	ENSVPAT00000007764.1
ENSVPAG00000009889	ENSVPAG00000009889.1	ENSVPAT00000009889.1
ENSVPAG00000011590	ENSVPAG00000011590.1	ENSVPAT00000011590.1
ENSVPAG00000002122	ENSVPAG00000002122.1	ENSVPAT00000002122.1
ENSVPAG00000007240	ENSVPAG00000007240.1	ENSVPAT00000007240.1
ENSVPAG00000010329	ENSVPAG00000010329.1	ENSVPAT00000010329.1
ENSVPAG00000009802	ENSVPAG00000009802.1	ENSVPAT00000009802.1
ENSVPAG00000009355	ENSVPAG00000009355.1	ENSVPAT00000009358.1
ENSVPAG00000009890	ENSVPAG00000009890.1	ENSVPAT00000009890.1
ENSVPAG00000006379	ENSVPAG00000006379.1	ENSVPAT00000006380.1
ENSVPAG00000002236	ENSVPAG00000002236.1	ENSVPAT00000002236.1
ENSVPAG00000015414	ENSVPAG00000015414.1	ENSVPAT00000015512.1
ENSVPAG00000010702	ENSVPAG00000010702.1	ENSVPAT00000010702.1
ENSVPAG00000010330	ENSVPAG00000010330.1	ENSVPAT00000010330.1
ENSVPAG00000011510	ENSVPAG00000011510.1	ENSVPAT00000011509.1
ENSVPAG00000001113	ENSVPAG00000001113.1	ENSVPAT00000001113.1
ENSVPAG00000002237	ENSVPAG00000002237.1	ENSVPAT00000002237.1
ENSVPAG00000009891	ENSVPAG00000009891.1	ENSVPAT00000009891.1
ENSVPAG00000001114	ENSVPAG00000001114.1	ENSVPAT00000001121.1
ENSVPAG00000009361	ENSVPAG00000009361.1	ENSVPAT00000009363.1
ENSVPAG00000007241	ENSVPAG00000007241.1	ENSVPAT00000007241.1
ENSVPAG00000010185	ENSVPAG00000010185.1	ENSVPAT00000010185.1
ENSVPAG00000009862	ENSVPAG00000009862.1	ENSVPAT00000009862.1
ENSVPAG00000009892	ENSVPAG00000009892.1	ENSVPAT00000009892.1
ENSVPAG00000004527	ENSVPAG00000004527.1	ENSVPAT00000004527.1
ENSVPAG00000000503	ENSVPAG00000000503.1	ENSVPAT00000000503.1
ENSVPAG00000010705	ENSVPAG00000010705.1	ENSVPAT00000010705.1
ENSVPAG00000006499	ENSVPAG00000006499.1	ENSVPAT00000006502.1
ENSVPAG00000005456	ENSVPAG00000005456.1	ENSVPAT00000005456.1
ENSVPAG00000009528	ENSVPAG00000009528.1	ENSVPAT00000009529.1
ENSVPAG00000006839	ENSVPAG00000006839.1	ENSVPAT00000006839.1
ENSVPAG00000010576	ENSVPAG00000010576.1	ENSVPAT00000010576.1
ENSVPAG00000009316	ENSVPAG00000009316.1	ENSVPAT00000009316.1
ENSVPAG00000003974	ENSVPAG00000003974.1	ENSVPAT00000003974.1
ENSVPAG00000010332	ENSVPAG00000010332.1	ENSVPAT00000010332.1
ENSVPAG00000006506	ENSVPAG00000006506.1	ENSVPAT00000006506.1
ENSVPAG00000005457	ENSVPAG00000005457.1	ENSVPAT00000005457.1
ENSVPAG00000004528	ENSVPAG00000004528.1	ENSVPAT00000004528.1
ENSVPAG00000009333	ENSVPAG00000009333.1	ENSVPAT00000009333.1
ENSVPAG00000010707	ENSVPAG00000010707.1	ENSVPAT00000010710.1
ENSVPAG00000009893	ENSVPAG00000009893.1	ENSVPAT00000009893.1
ENSVPAG00000007242	ENSVPAG00000007242.1	ENSVPAT00000007242.1
ENSVPAG00000011349	ENSVPAG00000011349.1	ENSVPAT00000011349.1
ENSVPAG00000010789	ENSVPAG00000010789.1	ENSVPAT00000010789.1
ENSVPAG00000009320	ENSVPAG00000009320.1	ENSVPAT00000009319.1
ENSVPAG00000008790	ENSVPAG00000008790.1	ENSVPAT00000008790.1
ENSVPAG00000009365	ENSVPAG00000009365.1	ENSVPAT00000009364.1
ENSVPAG00000003975	ENSVPAG00000003975.1	ENSVPAT00000003975.1
ENSVPAG00000009335	ENSVPAG00000009335.1	ENSVPAT00000009335.1
ENSVPAG00000010591	ENSVPAG00000010591.1	ENSVPAT00000010591.1
ENSVPAG00000009366	ENSVPAG00000009366.1	ENSVPAT00000009367.1
ENSVPAG00000001123	ENSVPAG00000001123.1	ENSVPAT00000001123.1
ENSVPAG00000003276	ENSVPAG00000003276.1	ENSVPAT00000003276.1
ENSVPAG00000009351	ENSVPAG00000009351.1	ENSVPAT00000009351.1
ENSVPAG00000009167	ENSVPAG00000009167.1	ENSVPAT00000009167.1
ENSVPAG00000008832	ENSVPAG00000008832.1	ENSVPAT00000008831.1
ENSVPAG00000001124	ENSVPAG00000001124.1	ENSVPAT00000001124.1
ENSVPAG00000009651	ENSVPAG00000009651.1	ENSVPAT00000009651.1
ENSVPAG00000012098	ENSVPAG00000012098.1	ENSVPAT00000012097.1
ENSVPAG00000008834	ENSVPAG00000008834.1	ENSVPAT00000008834.1
ENSVPAG00000009368	ENSVPAG00000009368.1	ENSVPAT00000009368.1
ENSVPAG00000005458	ENSVPAG00000005458.1	ENSVPAT00000005458.1
ENSVPAG00000001126	ENSVPAG00000001126.1	ENSVPAT00000001125.1
ENSVPAG00000009337	ENSVPAG00000009337.1	ENSVPAT00000009337.1
ENSVPAG00000009894	ENSVPAG00000009894.1	ENSVPAT00000009894.1
ENSVPAG00000008335	ENSVPAG00000008335.1	ENSVPAT00000008335.1
ENSVPAG00000007489	ENSVPAG00000007489.1	ENSVPAT00000007489.1
ENSVPAG00000010713	ENSVPAG00000010713.1	ENSVPAT00000010713.1
ENSVPAG00000011351	ENSVPAG00000011351.1	ENSVPAT00000011350.1
ENSVPAG00000003976	ENSVPAG00000003976.1	ENSVPAT00000003976.1
ENSVPAG00000004530	ENSVPAG00000004530.1	ENSVPAT00000004530.1
ENSVPAG00000011157	ENSVPAG00000011157.1	ENSVPAT00000011157.1
ENSVPAG00000009370	ENSVPAG00000009370.1	ENSVPAT00000009370.1
ENSVPAG00000005177	ENSVPAG00000005177.1	ENSVPAT00000005175.1
ENSVPAG00000004828	ENSVPAG00000004828.1	ENSVPAT00000004828.1
ENSVPAG00000009701	ENSVPAG00000009701.1	ENSVPAT00000009700.1
ENSVPAG00000000072	ENSVPAG00000000072.1	ENSVPAT00000000072.1
ENSVPAG00000011352	ENSVPAG00000011352.1	ENSVPAT00000011351.1
ENSVPAG00000008448	ENSVPAG00000008448.1	ENSVPAT00000008448.1
ENSVPAG00000008337	ENSVPAG00000008337.1	ENSVPAT00000008336.1
ENSVPAG00000010790	ENSVPAG00000010790.1	ENSVPAT00000010790.1
ENSVPAG00000008449	ENSVPAG00000008449.1	ENSVPAT00000008449.1
ENSVPAG00000009338	ENSVPAG00000009338.1	ENSVPAT00000009338.1
ENSVPAG00000002043	ENSVPAG00000002043.1	ENSVPAT00000002043.1
ENSVPAG00000011158	ENSVPAG00000011158.1	ENSVPAT00000011158.1
ENSVPAG00000009339	ENSVPAG00000009339.1	ENSVPAT00000009339.1
ENSVPAG00000003977	ENSVPAG00000003977.1	ENSVPAT00000003977.1
ENSVPAG00000009372	ENSVPAG00000009372.1	ENSVPAT00000009371.1
ENSVPAG00000008338	ENSVPAG00000008338.1	ENSVPAT00000008339.1
ENSVPAG00000000073	ENSVPAG00000000073.1	ENSVPAT00000000073.1
ENSVPAG00000011160	ENSVPAG00000011160.1	ENSVPAT00000011159.1
ENSVPAG00000009340	ENSVPAG00000009340.1	ENSVPAT00000009341.1
ENSVPAG00000008608	ENSVPAG00000008608.1	ENSVPAT00000008610.1
ENSVPAG00000011353	ENSVPAG00000011353.1	ENSVPAT00000011352.1
ENSVPAG00000009895	ENSVPAG00000009895.1	ENSVPAT00000009895.1
ENSVPAG00000001443	ENSVPAG00000001443.1	ENSVPAT00000001443.1
ENSVPAG00000006863	ENSVPAG00000006863.1	ENSVPAT00000006865.1
ENSVPAG00000012182	ENSVPAG00000012182.1	ENSVPAT00000012182.1
ENSVPAG00000011161	ENSVPAG00000011161.1	ENSVPAT00000011162.1
ENSVPAG00000010791	ENSVPAG00000010791.1	ENSVPAT00000010791.1
ENSVPAG00000012108	ENSVPAG00000012108.1	ENSVPAT00000012108.1
ENSVPAG00000010118	ENSVPAG00000010118.1	ENSVPAT00000010118.1
ENSVPAG00000010239	ENSVPAG00000010239.1	ENSVPAT00000010238.1
ENSVPAG00000009343	ENSVPAG00000009343.1	ENSVPAT00000009343.1
ENSVPAG00000012184	ENSVPAG00000012184.1	ENSVPAT00000012184.1
ENSVPAG00000011354	ENSVPAG00000011354.1	ENSVPAT00000011354.1
ENSVPAG00000009412	ENSVPAG00000009412.1	ENSVPAT00000009412.1
ENSVPAG00000006220	ENSVPAG00000006220.1	ENSVPAT00000006219.1
ENSVPAG00000003978	ENSVPAG00000003978.1	ENSVPAT00000003978.1
ENSVPAG00000010865	ENSVPAG00000010865.1	ENSVPAT00000010866.1
ENSVPAG00000008613	ENSVPAG00000008613.1	ENSVPAT00000008617.1
ENSVPAG00000008340	ENSVPAG00000008340.1	ENSVPAT00000008340.1
ENSVPAG00000009896	ENSVPAG00000009896.1	ENSVPAT00000009897.1
ENSVPAG00000010240	ENSVPAG00000010240.1	ENSVPAT00000010239.1
ENSVPAG00000011163	ENSVPAG00000011163.1	ENSVPAT00000011163.1
ENSVPAG00000001445	ENSVPAG00000001445.1	ENSVPAT00000001445.1
ENSVPAG00000012110	ENSVPAG00000012110.1	ENSVPAT00000012110.1
ENSVPAG00000007490	ENSVPAG00000007490.1	ENSVPAT00000007490.1
ENSVPAG00000003037	ENSVPAG00000003037.1	ENSVPAT00000003037.1
ENSVPAG00000011355	ENSVPAG00000011355.1	ENSVPAT00000011355.1
ENSVPAG00000001345	ENSVPAG00000001345.1	ENSVPAT00000001345.1
ENSVPAG00000008342	ENSVPAG00000008342.1	ENSVPAT00000008341.1
ENSVPAG00000003611	ENSVPAG00000003611.1	ENSVPAT00000003611.1
ENSVPAG00000010793	ENSVPAG00000010793.1	ENSVPAT00000010793.1
ENSVPAG00000008621	ENSVPAG00000008621.1	ENSVPAT00000008620.1
ENSVPAG00000010437	ENSVPAG00000010437.1	ENSVPAT00000010438.1
ENSVPAG00000004336	ENSVPAG00000004336.1	ENSVPAT00000004337.1
ENSVPAG00000007875	ENSVPAG00000007875.1	ENSVPAT00000007875.1
ENSVPAG00000008343	ENSVPAG00000008343.1	ENSVPAT00000008344.1
ENSVPAG00000011356	ENSVPAG00000011356.1	ENSVPAT00000011356.1
ENSVPAG00000000074	ENSVPAG00000000074.1	ENSVPAT00000000074.1
ENSVPAG00000011057	ENSVPAG00000011057.1	ENSVPAT00000011058.1
ENSVPAG00000009898	ENSVPAG00000009898.1	ENSVPAT00000009898.1
ENSVPAG00000010120	ENSVPAG00000010120.1	ENSVPAT00000010121.1
ENSVPAG00000010283	ENSVPAG00000010283.1	ENSVPAT00000010282.1
ENSVPAG00000010440	ENSVPAG00000010440.1	ENSVPAT00000010439.1
ENSVPAG00000003613	ENSVPAG00000003613.1	ENSVPAT00000003615.1
ENSVPAG00000007491	ENSVPAG00000007491.1	ENSVPAT00000007491.1
ENSVPAG00000001349	ENSVPAG00000001349.1	ENSVPAT00000001347.1
ENSVPAG00000004747	ENSVPAG00000004747.1	ENSVPAT00000004747.1
ENSVPAG00000000427	ENSVPAG00000000427.1	ENSVPAT00000000428.1
ENSVPAG00000008624	ENSVPAG00000008624.1	ENSVPAT00000008622.1
ENSVPAG00000011164	ENSVPAG00000011164.1	ENSVPAT00000011164.1
ENSVPAG00000010441	ENSVPAG00000010441.1	ENSVPAT00000010441.1
ENSVPAG00000010795	ENSVPAG00000010795.1	ENSVPAT00000010794.1
ENSVPAG00000004267	ENSVPAG00000004267.1	ENSVPAT00000004266.1
ENSVPAG00000012111	ENSVPAG00000012111.1	ENSVPAT00000012111.1
ENSVPAG00000000430	ENSVPAG00000000430.1	ENSVPAT00000000430.1
ENSVPAG00000009899	ENSVPAG00000009899.1	ENSVPAT00000009899.1
ENSVPAG00000012112	ENSVPAG00000012112.1	ENSVPAT00000012112.1
ENSVPAG00000007492	ENSVPAG00000007492.1	ENSVPAT00000007493.1
ENSVPAG00000011357	ENSVPAG00000011357.1	ENSVPAT00000011357.1
ENSVPAG00000001351	ENSVPAG00000001351.1	ENSVPAT00000001349.1
ENSVPAG00000008345	ENSVPAG00000008345.1	ENSVPAT00000008345.1
ENSVPAG00000003617	ENSVPAG00000003617.1	ENSVPAT00000003617.1
ENSVPAG00000003850	ENSVPAG00000003850.1	ENSVPAT00000003849.1
ENSVPAG00000004256	ENSVPAG00000004256.1	ENSVPAT00000004256.1
ENSVPAG00000009706	ENSVPAG00000009706.1	ENSVPAT00000009706.1
ENSVPAG00000004748	ENSVPAG00000004748.1	ENSVPAT00000004748.1
ENSVPAG00000009566	ENSVPAG00000009566.1	ENSVPAT00000009567.1
ENSVPAG00000006189	ENSVPAG00000006189.1	ENSVPAT00000006188.1
ENSVPAG00000001353	ENSVPAG00000001353.1	ENSVPAT00000001353.1
ENSVPAG00000007495	ENSVPAG00000007495.1	ENSVPAT00000007494.1
ENSVPAG00000010122	ENSVPAG00000010122.1	ENSVPAT00000010122.1
ENSVPAG00000009170	ENSVPAG00000009170.1	ENSVPAT00000009171.1
ENSVPAG00000009618	ENSVPAG00000009618.1	ENSVPAT00000009617.1
ENSVPAG00000011191	ENSVPAG00000011191.1	ENSVPAT00000011192.1
ENSVPAG00000003618	ENSVPAG00000003618.1	ENSVPAT00000003618.1
ENSVPAG00000007496	ENSVPAG00000007496.1	ENSVPAT00000007496.1
ENSVPAG00000012113	ENSVPAG00000012113.1	ENSVPAT00000012114.1
ENSVPAG00000010659	ENSVPAG00000010659.1	ENSVPAT00000010658.1
ENSVPAG00000004257	ENSVPAG00000004257.1	ENSVPAT00000004257.1
ENSVPAG00000004070	ENSVPAG00000004070.1	ENSVPAT00000004074.1
ENSVPAG00000010123	ENSVPAG00000010123.1	ENSVPAT00000010123.1
ENSVPAG00000001357	ENSVPAG00000001357.1	ENSVPAT00000001359.1
ENSVPAG00000004749	ENSVPAG00000004749.1	ENSVPAT00000004749.1
ENSVPAG00000003619	ENSVPAG00000003619.1	ENSVPAT00000003619.1
ENSVPAG00000010014	ENSVPAG00000010014.1	ENSVPAT00000010014.1
ENSVPAG00000007498	ENSVPAG00000007498.1	ENSVPAT00000007497.1
ENSVPAG00000007898	ENSVPAG00000007898.1	ENSVPAT00000007898.1
ENSVPAG00000011358	ENSVPAG00000011358.1	ENSVPAT00000011358.1
ENSVPAG00000004338	ENSVPAG00000004338.1	ENSVPAT00000004338.1
ENSVPAG00000011841	ENSVPAG00000011841.1	ENSVPAT00000011839.1
ENSVPAG00000007499	ENSVPAG00000007499.1	ENSVPAT00000007498.1
ENSVPAG00000003621	ENSVPAG00000003621.1	ENSVPAT00000003622.1
ENSVPAG00000015391	ENSVPAG00000015391.1	ENSVPAT00000015438.1
ENSVPAG00000009900	ENSVPAG00000009900.1	ENSVPAT00000009900.1
ENSVPAG00000011842	ENSVPAG00000011842.1	ENSVPAT00000011841.1
ENSVPAG00000011359	ENSVPAG00000011359.1	ENSVPAT00000011359.1
ENSVPAG00000012197	ENSVPAG00000012197.1	ENSVPAT00000012196.1
ENSVPAG00000011843	ENSVPAG00000011843.1	ENSVPAT00000011843.1
ENSVPAG00000010124	ENSVPAG00000010124.1	ENSVPAT00000010124.1
ENSVPAG00000010442	ENSVPAG00000010442.1	ENSVPAT00000010442.1
ENSVPAG00000005855	ENSVPAG00000005855.1	ENSVPAT00000005855.1
ENSVPAG00000007500	ENSVPAG00000007500.1	ENSVPAT00000007499.1
ENSVPAG00000009901	ENSVPAG00000009901.1	ENSVPAT00000009901.1
ENSVPAG00000003625	ENSVPAG00000003625.1	ENSVPAT00000003624.1
ENSVPAG00000011360	ENSVPAG00000011360.1	ENSVPAT00000011360.1
ENSVPAG00000010516	ENSVPAG00000010516.1	ENSVPAT00000010517.1
ENSVPAG00000009836	ENSVPAG00000009836.1	ENSVPAT00000009834.1
ENSVPAG00000010015	ENSVPAG00000010015.1	ENSVPAT00000010015.1
ENSVPAG00000009902	ENSVPAG00000009902.1	ENSVPAT00000009902.1
ENSVPAG00000004750	ENSVPAG00000004750.1	ENSVPAT00000004750.1
ENSVPAG00000011847	ENSVPAG00000011847.1	ENSVPAT00000011845.1
ENSVPAG00000011194	ENSVPAG00000011194.1	ENSVPAT00000011194.1
